"date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type",year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
"19570913,1957,57035,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,5.9,5.9,WR,NA,ATMOSPH",1957,57035,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,5.9,5.9,WEAPONS TESTING,NA,ATMOSPHERE
"19570914,1957,57036,UK,MARALI AUSTR,DOE,-30,131,0,0,0,1,1,WR,ANTLER:1,TOWER",1957,57036,UK,MARALI AUSTR,DOE,-30,131,0,0,0,1,1,WEAPONS TESTING,ANTLER:1,ATMOSPHERE
"19570924,1957,57041,USSR,NZ RUSS,DOE,73,55,0,0,0,1600,1600,WR,NA,AIRDROP",1957,57041,USSR,NZ RUSS,DOE,73,55,0,0,0,1600,1600,WEAPONS TESTING,NA,AIRDROP
"19570925,1957,57042,UK,MARALI AUSTR,DOE,-30,131,0,0,0,6,6,WR,ANTLER:2,TOWER",1957,57042,UK,MARALI AUSTR,DOE,-30,131,0,0,0,6,6,WEAPONS TESTING,ANTLER:2,ATMOSPHERE
"19570926,1957,57043,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,13,13,WR,NA,ATMOSPH",1957,57043,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,13,13,WEAPONS TESTING,NA,ATMOSPHERE
"19571006,1957,57045,USSR,NZ RUSS,DOE,73,55,0,0,0,2900,2900,WR,NA,ATMOSPH",1957,57045,USSR,NZ RUSS,DOE,73,55,0,0,0,2900,2900,WEAPONS TESTING,NA,ATMOSPHERE
"19571009,1957,57047,UK,MARALI AUSTR,DOE,-30,131,0,0,0,25,25,WR,ANTLER:3,BALLOON",1957,57047,UK,MARALI AUSTR,DOE,-30,131,0,0,0,25,25,WEAPONS TESTING,ANTLER:3,ATMOSPHERE
"19571010,1957,57048,USSR,NZ RUSS,DOE,73,55,0,0,0,10,10,WE,NA,UW",1957,57048,USSR,NZ RUSS,DOE,73,55,0,0,0,10,10,EFFECT TESTING,NA,UNDERWATER
"19571108,1957,57049,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,1800,1800,WR,GRAPPLE X,AIRDROP",1957,57049,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,1800,1800,WEAPONS TESTING,GRAPPLE X,AIRDROP
"19571206,1957,57050,USA,NTS,DOE,37,-116,0,0,0,0,0,SE,PASCAL-C,SHAFT",1957,57050,USA,NTS,DOE,37,-116,0,0,0,0,0,SAFETY TESTING,PASCAL-C,UNDERGROUND
"19571209,1957,57051,USA,NTS,DOE,37,-116,0,0,0,0.5,0.5,SE,COULOMB-C,SURFACE",1957,57051,USA,NTS,DOE,37,-116,0,0,0,0.5,0.5,SAFETY TESTING,COULOMB-C,SURFACE
"19571228,1957,57052,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WR,NA,ATMOSPH",1957,57052,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WEAPONS TESTING,NA,ATMOSPHERE
"19580104,1958,58001,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.3,1.3,WR,NA,ATMOSPH",1958,58001,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.3,1.3,WEAPONS TESTING,NA,ATMOSPHERE
"19580117,1958,58002,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.5,0.5,WR,NA,ATMOSPH",1958,58002,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.5,0.5,WEAPONS TESTING,NA,ATMOSPHERE
"19580222,1958,58003,USA,NTS,DOE,37,-116,0,0,0,0,0.001,SE,VENUS,TUNNEL",1958,58003,USA,NTS,DOE,37,-116,0,0,0,0,0.001,SAFETY TESTING,VENUS,UNDERGROUND
"19580223,1958,58004,USSR,NZ RUSS,DOE,73,55,0,0,0,860,860,WR,NA,ATMOSPH",1958,58004,USSR,NZ RUSS,DOE,73,55,0,0,0,860,860,WEAPONS TESTING,NA,ATMOSPHERE
"19580227,1958,58005,USSR,NZ RUSS,DOE,73,55,0,0,0,250,250,WR,NA,ATMOSPH",1958,58005,USSR,NZ RUSS,DOE,73,55,0,0,0,250,250,WEAPONS TESTING,NA,ATMOSPHERE
"19580227,1958,58006,USSR,NZ RUSS,DOE,73,55,0,0,0,1500,1500,WR,NA,ATMOSPH",1958,58006,USSR,NZ RUSS,DOE,73,55,0,0,0,1500,1500,WEAPONS TESTING,NA,ATMOSPHERE
"19580313,1958,58007,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WR,NA,ATMOSPH",1958,58007,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WEAPONS TESTING,NA,ATMOSPHERE
"19580314,1958,58008,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,FMS,NA,ATMOSPH",1958,58008,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,SOVIET EXPERIMENT,NA,ATMOSPHERE
"19580314,1958,58009,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,35,35,WR,NA,ATMOSPH",1958,58009,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,35,35,WEAPONS TESTING,NA,ATMOSPHERE
"19580314,1958,58010,USA,NTS,DOE,37,-116,0,0,0,0,0.001,SE,URANUS,TUNNEL",1958,58010,USA,NTS,DOE,37,-116,0,0,0,0,0.001,SAFETY TESTING,URANUS,UNDERGROUND
"19580315,1958,58011,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,14,14,WR,NA,ATMOSPH",1958,58011,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,14,14,WEAPONS TESTING,NA,ATMOSPHERE
"19580318,1958,58012,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.16,0.16,FMS,NA,ATMOSPH",1958,58012,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.16,0.16,SOVIET EXPERIMENT,NA,ATMOSPHERE
"19580320,1958,58013,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WR,NA,ATMOSPH",1958,58013,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WEAPONS TESTING,NA,ATMOSPHERE
"19580321,1958,58014,USSR,NZ RUSS,DOE,73,55,0,0,0,650,650,WR,NA,ATMOSPH",1958,58014,USSR,NZ RUSS,DOE,73,55,0,0,0,650,650,WEAPONS TESTING,NA,ATMOSPHERE
"19580322,1958,58015,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WR,NA,ATMOSPH",1958,58015,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WEAPONS TESTING,NA,ATMOSPHERE
"19580428,1958,58017,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,3000,3000,WR,GRAPPLE Y,AIRDROP",1958,58017,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,3000,3000,WEAPONS TESTING,GRAPPLE Y,AIRDROP
"19580822,1958,58052,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,24,24,WR,GRAPPLE Z,BALLOON",1958,58052,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,24,24,WEAPONS TESTING,GRAPPLE Z,ATMOSPHERE
"19580902,1958,58055,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,1000,1000,WR,GRAPPLE,AIRDROP",1958,58055,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,1000,1000,WEAPONS TESTING,GRAPPLE,AIRDROP
"19580911,1958,58057,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,800,800,WR,GRAPPLE Z,AIRDROP",1958,58057,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,800,800,WEAPONS TESTING,GRAPPLE Z,AIRDROP
"19580912,1958,58058,USA,NTS,DOE,37,-116,0,0,0,0.038,0.038,SB,OTERO,SHAFT",1958,58058,USA,NTS,DOE,37,-116,0,0,0,0.038,0.038,SAFETY TESTING,OTERO,UNDERGROUND
"19580917,1958,58059,USA,NTS,DOE,37,-116,0,0,0,0.015,0.015,SE,BERNALILLO,SHAFT",1958,58059,USA,NTS,DOE,37,-116,0,0,0,0.015,0.015,SAFETY TESTING,BERNALILLO,UNDERGROUND
"19580921,1958,58061,USA,NTS,DOE,37,-116,0,0,0,0.0015,0.0015,SB,LUNA,SHAFT",1958,58061,USA,NTS,DOE,37,-116,0,0,0,0.0015,0.0015,SAFETY TESTING,LUNA,UNDERGROUND
